id,imdb_id,budget,revenue,original_title,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,roi
254128,tt2126355,110000000,470490832,San Andreas,5/27/2015,2060,6.1,2015,101199955.5,432851375,331651419.5,4.277189382
216015,tt2322441,40000000,569651467,Fifty Shades of Grey,2/11/2015,1865,5.3,2015,36799983.81,524079119,487279135.2,14.24128668
318846,tt1596363,28000000,133346506,The Big Short,12/11/2015,1545,7.3,2015,25759988.67,122678731.5,96918742.88,4.762375214
177677,tt2381249,150000000,682330139,Mission: Impossible - Rogue Nation,7/23/2015,2349,7.1,2015,137999939.3,627743451.7,489743512.4,4.548867593
214756,tt2637276,68000000,215863606,Ted 2,6/25/2015,1666,6.3,2015,62559972.47,198594430.1,136034457.7,3.174464794
207703,tt2802144,81000000,403802136,Kingsman: The Secret Service,1/24/2015,3833,7.6,2015,74519967.21,371497801.7,296977834.4,4.985211556
314365,tt1895587,20000000,88346473,Spotlight,11/6/2015,1559,7.8,2015,18399991.9,81278719.4,62878727.49,4.41732365
294254,tt4046784,61000000,311256926,Maze Runner: The Scorch Trials,9/9/2015,1849,6.4,2015,56119975.31,286356245.9,230236270.6,5.102572557
198184,tt1823672,49000000,102069268,Chappie,3/4/2015,1990,6.6,2015,45079980.16,93903685.24,48823705.08,2.083046286
254470,tt2848292,29000000,287506194,Pitch Perfect 2,5/7/2015,1264,6.8,2015,26679988.26,264505582.1,237825593.8,9.91400669
296098,tt3682448,40000000,162610473,Bridge of Spies,10/15/2015,1638,7.1,2015,36799983.81,149601569.3,112801585.5,4.065261825
257445,tt1051904,58000000,150170815,Goosebumps,8/5/2015,600,6.2,2015,53359976.52,138157089,84797112.49,2.589151983
264644,tt3170832,6000000,35401758,Room,10/16/2015,1520,8,2015,5519997.571,32569603.03,27049605.46,5.900293
105864,tt1979388,175000000,331926147,The Good Dinosaur,11/14/2015,1087,6.6,2015,160999929.2,305371920.9,144371991.7,1.89672084
241554,tt2199571,50000000,71561644,Run All Night,3/11/2015,814,6.3,2015,45999979.76,65836683.51,19836703.75,1.43123288
167073,tt2381111,11000000,62076141,Brooklyn,11/4/2015,754,7.3,2015,10119995.55,57110024.59,46990029.04,5.643285545
277216,tt1398426,28000000,201634991,Straight Outta Compton,8/13/2015,918,7.7,2015,25759988.67,185504110.1,159744121.4,7.201249679
274854,tt1618442,90000000,140396650,The Last Witch Hunter,10/21/2015,879,5.6,2015,82799963.57,129164861.2,46364897.6,1.559962778
321697,tt2080374,30000000,34441873,Steve Jobs,10/9/2015,1035,6.9,2015,27599987.86,31686509.22,4086521.362,1.148062433
203801,tt1638355,75000000,108145109,The Man from U.N.C.L.E.,8/13/2015,1548,7,2015,68999969.64,99493456.5,30493486.86,1.441934787
293863,tt1655441,25000000,42629776,The Age of Adaline,4/16/2015,1221,7.3,2015,22999989.88,39219376.66,16219386.78,1.70519104
325348,tt3072482,10000000,14333790,Hardcore Henry,9/12/2015,396,5.9,2015,9199995.952,13187081,3987085.046,1.433379
228161,tt2224026,135000000,368871007,Home,3/18/2015,1060,6.9,2015,124199945.4,339361177.1,215161231.8,2.73237783
286565,tt3622592,12000000,85512300,Paper Towns,7/9/2015,1252,6.2,2015,11039995.14,78671281.38,67631286.24,7.126025
254320,tt3464902,4000000,9064511,The Lobster,10/8/2015,638,6.6,2015,3679998.381,8339346.451,4659348.07,2.26612775
258480,tt2402927,11800000,40272135,Carol,11/20/2015,562,7.1,2015,10855995.22,37050347.9,26194352.67,3.412892797
257211,tt2361509,35000000,194564672,The Intern,9/24/2015,1255,7.1,2015,32199985.83,178999419.5,146799433.6,5.558990629
253412,tt2719848,55000000,203427584,Everest,9/10/2015,1172,6.7,2015,50599977.74,187153294.9,136553317.2,3.698683345
274479,tt2446980,60000000,101134059,Joy,12/24/2015,1001,6.4,2015,55199975.71,93043293.34,37843317.63,1.68556765
257088,tt2058673,105000000,133718711,Point Break,12/3/2015,505,5.5,2015,96599957.5,123021160,26421202.49,1.273511533
295964,tt2503944,20000000,36606743,Burnt,10/2/2015,631,6.3,2015,18399991.9,33678188.74,15278196.84,1.83033715
238615,tt2140379,26000000,30523226,Self/less,7/10/2015,719,6.2,2015,23919989.48,28081355.56,4161366.089,1.173970231
210860,tt3045616,60000000,30418560,Mortdecai,1/21/2015,696,5.3,2015,55199975.71,27985062.89,-27214912.83,0.506976
306819,tt0810819,15000000,64191523,The Danish Girl,11/27/2015,867,7.3,2015,13799993.93,59056175.18,45256181.25,4.279434867
201088,tt2717822,70000000,17752940,Blackhat,1/13/2015,584,5,2015,64399971.66,16332697.61,-48067274.05,0.253613429
273481,tt3397884,30000000,84025816,Sicario,9/17/2015,1479,7.1,2015,27599987.86,77303716.71,49703728.85,2.800860533
166424,tt1502712,120000001,167977596,Fantastic Four,8/5/2015,1565,4.4,2015,110399952.3,154539320.3,44139367.98,1.399813288
310131,tt4263482,3500000,40423945,The Witch,3/24/2015,700,5.8,2015,3219998.583,37190013.04,33970014.45,11.54969857
238713,tt3079380,65000000,235666219,Spy,5/6/2015,1840,6.9,2015,59799973.69,216812826.1,157012852.4,3.625634138
256591,tt2381941,50100000,153962963,Focus,2/25/2015,1831,6.7,2015,46091979.72,141645863.6,95553883.92,3.073113034
249070,tt2679042,35000000,82347656,Hitman: Agent 47,8/20/2015,820,5.5,2015,32199985.83,75759810.19,43559824.35,2.352790171
205775,tt1390411,100000000,93820758,In the Heart of the Sea,11/20/2015,805,6.4,2015,91999959.52,86315059.38,-5684900.139,0.93820758
312221,tt3076658,35000000,137935567,Creed,11/25/2015,1171,7.3,2015,32199985.83,126900665.8,94700679.97,3.9410162
271718,tt3152624,35000000,140795793,Trainwreck,7/17/2015,849,6.1,2015,32199985.83,129532072.6,97332086.73,4.022736943
333352,tt2057392,13000000,32848185,Eye in the Sky,9/11/2015,265,7.2,2015,11959994.74,30220316.9,18260322.17,2.526783462
276907,tt3569230,25000000,42972994,Legend,9/9/2015,619,6.7,2015,22999989.88,39535137.08,16535147.2,1.71891976
266647,tt3332064,150000000,128388320,Pan,9/24/2015,586,5.9,2015,137999939.3,118117202.4,-19882736.85,0.855922133
227973,tt2452042,99000000,246233113,The Peanuts Movie,11/5/2015,414,6.4,2015,91079959.92,226534364.3,135454404.4,2.487203162
321741,tt3322364,35000000,48623572,Concussion,11/12/2015,500,6.9,2015,32199985.83,44733666.56,12533680.73,1.389244914
296100,tt3530002,25000000,52395996,The Night Before,11/20/2015,363,6.1,2015,22999989.88,48204295.11,25204305.23,2.09583984
263472,tt3605418,2500000,5214043,Knock Knock,6/26/2015,473,4.8,2015,2299998.988,4796917.449,2496918.461,2.0856172
228205,tt2726560,34000000,63013281,The Longest Ride,4/9/2015,711,7.3,2015,31279986.24,57972193.01,26692206.78,1.853331794
159824,tt2510894,80000000,466183544,Hotel Transylvania 2,9/21/2015,919,6.8,2015,73599967.62,428888671.8,355288704.2,5.8272943
333348,tt2279339,17000000,24000000,Love the Coopers,11/12/2015,111,5.3,2015,15639993.12,22079990.28,6439997.166,1.411764706
285783,tt3488710,35000000,61181942,The Walk,9/30/2015,706,6.8,2015,32199985.83,56287361.87,24087376.04,1.748055486
290764,tt2401097,11000000,1863315,Tracers,1/15/2015,326,5.9,2015,10119995.55,1714249.046,-8405746.501,0.169392273
296099,tt1524930,31000000,104384188,Vacation,7/28/2015,846,6.1,2015,28519987.45,96033410.71,67513423.25,3.367231871
243688,tt1029360,35000000,95437994,Poltergeist,5/20/2015,589,5,2015,32199985.83,87802915.85,55602930.01,2.726799829
287424,tt1881002,4000000,187112,Maggie,5/8/2015,384,5.1,2015,3679998.381,172142.9643,-3507855.417,0.046778
181283,tt1014763,50000000,3324330,Child 44,3/15/2015,341,5.9,2015,45999979.76,3058382.254,-42941597.51,0.0664866
328425,tt4178092,5000000,58978653,The Gift,7/30/2015,631,6.6,2015,4599997.976,54260336.89,49660338.91,11.7957306
274167,tt1528854,50000000,240360392,Daddy's Home,12/25/2015,568,5.7,2015,45999979.76,221131463.3,175131483.6,4.80720784
309809,tt1754656,64000000,97571250,The Little Prince,7/29/2015,423,7.5,2015,58879974.09,89765510.5,30885536.41,1.524550781
298382,tt2910904,11930000,18340000,The Dressmaker,10/1/2015,197,6.9,2015,10975595.17,16872792.58,5897197.405,1.537300922
272693,tt1666801,8500000,43528634,The DUFF,2/20/2015,753,6.8,2015,7819996.559,40046325.66,32226329.1,5.121015765
283445,tt2752772,10000000,52882018,Sinister 2,8/19/2015,331,5.5,2015,9199995.952,48651435.15,39451439.2,5.2882018
256961,tt3450650,30000000,107597242,Paul Blart: Mall Cop 2,4/16/2015,422,5.3,2015,27599987.86,98989419.08,71389431.23,3.586574733
241251,tt3181822,4000000,50163103,The Boy Next Door,1/23/2015,810,3.9,2015,3679998.381,46150034.45,42470036.07,12.54077575
188222,tt1674771,30000000,49263404,Entourage,6/3/2015,364,6.2,2015,27599987.86,45322311.74,17722323.88,1.642113467
252838,tt0884732,23000000,79799880,The Wedding Ringer,1/16/2015,446,6.5,2015,21159990.69,73415857.3,52255866.61,3.46956
273477,tt1727776,15000000,14860766,Scouts Guide to the Zombie Apocalypse,10/23/2015,288,6.2,2015,13799993.93,13671898.7,-128095.2236,0.990717733
298312,tt3567288,5000000,98450062,The Visit,9/10/2015,729,5.9,2015,4599997.976,90574017.19,85974019.21,19.6900124
261023,tt1355683,53000000,99775678,Black Mass,9/4/2015,848,6.3,2015,48759978.55,91793583.37,43033604.83,1.882559962
336004,tt3276924,8900000,50136,Heist,11/13/2015,233,5.4,2015,8187996.397,46125.0997,-8141871.298,0.005633258
287903,tt3850590,15000000,61548707,Krampus,11/26/2015,342,5.9,2015,13799993.93,56624785.53,42824791.6,4.103247133
182560,tt2402101,20000000,208588,Dark Places,3/31/2015,322,5.7,2015,18399991.9,191900.8756,-18208091.03,0.0104294
192141,tt1781922,5000000,54418872,No Escape,8/26/2015,519,6.7,2015,4599997.976,50065340.21,45465342.24,10.8837744
308639,tt3850214,700000,17986781,Dope,6/19/2015,448,7.3,2015,643999.7166,16547831.24,15903831.52,25.69540143
261392,tt3316948,28000000,28208085,American Ultra,8/19/2015,695,5.9,2015,25759988.67,25951426.78,191438.1158,1.007431607
304357,tt2404425,11000000,61619773,Woman in Gold,4/10/2015,277,7.3,2015,10119995.55,56690166.22,46570170.67,5.601797545
266294,tt1850457,30000000,105011053,Sisters,12/18/2015,399,5.9,2015,27599987.86,96610126.25,69010138.4,3.500368433
227719,tt2436386,12000000,32248241,Project Almanac,1/30/2015,637,6.3,2015,11039995.14,29668368.67,18628373.52,2.687353417
287948,tt2938956,25000000,72629670,The Transporter Refueled,9/3/2015,407,5.3,2015,22999989.88,66819267,43819277.12,2.9051868
201085,tt2554274,55000000,74679822,Crimson Peak,10/13/2015,819,6.4,2015,50599977.74,68705406.01,18105428.27,1.357814945
264999,tt2268016,14800000,122413057,Magic Mike XXL,7/1/2015,501,6.3,2015,13615994.01,112619962.9,99003968.88,8.2711525
146301,tt2473510,10000000,78099553,Paranormal Activity: The Ghost Dimension,10/21/2015,267,5,2015,9199995.952,71851557.15,62651561.19,7.8099553
294016,tt3203606,15000000,8235661,Trumbo,10/27/2015,273,7.2,2015,13799993.93,7576804.786,-6223189.142,0.549044067
290751,tt1741273,19500000,32189727,Secret in Their Eyes,10/14/2015,202,6.2,2015,17939992.11,29614535.81,11674543.7,1.650755231
228165,tt2279373,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,2/5/2015,533,5.7,2015,68079970.04,286666383.3,218586413.3,4.210730162
272878,tt3369806,20000000,43967255,Max,6/26/2015,214,7,2015,18399991.9,40449856.8,22049864.9,2.19836275
266396,tt2515034,40000000,10664749,The Gunman,2/16/2015,283,5.6,2015,36799983.81,9811564.763,-26988419.05,0.266618725
277685,tt3713166,1000000,62882090,Unfriended,4/17/2015,643,5.6,2015,919999.5952,57851497.35,56931497.75,62.88209
268920,tt2967224,35000000,51680201,Hot Pursuit,5/8/2015,472,5.5,2015,32199985.83,47545764,15345778.17,1.476577171
280092,tt3195644,10000000,104303851,Insidious: Chapter 3,6/4/2015,610,6.3,2015,9199995.952,95959500.7,86759504.75,10.4303851
328589,tt3722070,6000000,41387687,The Lady in the Van,11/13/2015,135,5.9,2015,5519997.571,38076655.29,32556657.72,6.897947833
228066,tt1976009,40000000,34227298,Victor Frankenstein,11/10/2015,408,5.5,2015,36799983.81,31489100.3,-5310883.503,0.85568245
291270,tt2401878,8000000,3759286,Anomalisa,12/30/2015,259,6.7,2015,7359996.762,3458541.598,-3901455.163,0.46991075
250124,tt3172532,2000000,1477002,The Diary of a Teenage Girl,8/7/2015,186,6.8,2015,1839999.19,1358841.242,-481157.9483,0.738501
282984,tt3715320,11000000,27391084,Irrational Man,7/17/2015,319,6.1,2015,10119995.55,25199786.19,15079790.64,2.490098545
275601,tt3623726,18000000,41325328,Ricki and the Flash,7/10/2015,152,5.5,2015,16559992.71,38019285.03,21459292.32,2.295851556
304372,tt3862750,12000000,60273173,The Perfect Guy,9/11/2015,122,5.6,2015,11039995.14,55451294.76,44411299.62,5.022764417
252512,tt1791682,10000000,7587485,While We're Young,3/27/2015,265,5.9,2015,9199995.952,6980483.129,-2219512.823,0.7587485
257091,tt2561572,40000000,106511453,Get Hard,3/26/2015,661,5.9,2015,36799983.81,97990493.64,61190509.84,2.662786325
293646,tt2006295,25000000,24902723,The 33,8/6/2015,262,5.8,2015,22999989.88,22910495.08,-89494.80062,0.99610892
245168,tt3077214,14000000,16002420,Suffragette,10/16/2015,231,7.1,2015,12879994.33,14722219.92,1842225.589,1.14303
301351,tt3787590,6000000,11122090,We Are Your Friends,8/26/2015,412,6.2,2015,5519997.571,10232318.3,4712320.727,1.853681667
268238,tt2555736,10000000,85978266,The Second Best Exotic Marigold Hotel,2/26/2015,196,6.4,2015,9199995.952,79099969.92,69899973.96,8.5978266
256962,tt1810683,20000000,6420319,Little Boy,4/23/2015,113,7.1,2015,18399991.9,5906690.881,-12493301.02,0.32101595
222936,tt1243974,37000000,26250020,Aloha,5/27/2015,469,5.2,2015,34039985.02,24150007.77,-9889977.248,0.70946
10317,tt1018765,28000000,7002261,Our Brand Is Crisis,9/11/2015,122,5.7,2015,25759988.67,6442077.285,-19317911.38,0.25008075
306745,tt1658801,7000000,573335,Freeheld,10/2/2015,86,7.1,2015,6439997.166,527467.9679,-5912529.198,0.081905
292431,tt3774694,3000000,695269,Love,7/6/2015,307,4.7,2015,2759998.786,639647.1986,-2120351.587,0.231756333
300693,tt3859076,9600000,2541554,Truth,9/12/2015,89,6.4,2015,8831996.114,2338228.651,-6493767.463,0.264745208
256924,tt1772288,10000000,10835752,Danny Collins,3/20/2015,114,6.6,2015,9199995.952,9968887.454,768891.5017,1.0835752
253414,tt3164256,15000000,3020664,Rock the Kasbah,10/22/2015,56,5.1,2015,13799993.93,2779009.657,-11020984.27,0.2013776
320588,tt3766394,1000000,14444999,"Hello, My Name Is Doris",11/27/2015,87,6.6,2015,919999.5952,13289393.23,12369393.64,14.444999
157544,tt1524575,13000000,1784763,The Vatican Tapes,7/24/2015,164,4.5,2015,11959994.74,1641981.238,-10318013.5,0.137289462
283235,tt2891174,8000000,1411927,99 Homes,9/25/2015,121,6.8,2015,7359996.762,1298972.268,-6061024.493,0.176490875
243938,tt2637294,14000000,12314651,Hot Tub Time Machine 2,2/20/2015,244,5,2015,12879994.33,11329473.94,-1550520.398,0.879617929
254905,tt2893490,4000000,143101,Manglehorn,6/3/2015,35,5,2015,3679998.381,131652.8621,-3548345.519,0.03577525
232572,tt1178665,8000000,35991087,A Walk in the Woods,9/2/2015,171,5.4,2015,7359996.762,33111785.47,25751788.71,4.498885875
243940,tt2918436,3300000,64110728,The Lazarus Effect,1/29/2015,327,4.9,2015,3035998.664,58981843.81,55945845.14,19.42749333
239573,tt2358925,35000000,14431253,Unfinished Business,3/5/2015,241,4.9,2015,32199985.83,13276746.92,-18923238.91,0.412321514
167810,tt2366608,2000000,45431,Lost River,4/8/2015,129,5.7,2015,1839999.19,41796.50161,-1798202.689,0.0227155
299245,tt2309260,100000,42664410,The Gallows,7/10/2015,247,5,2015,91999.95952,39251239.93,39159239.97,426.6441
314385,tt3707106,10000000,3334927,By the Sea,11/12/2015,82,5.4,2015,9199995.952,3068131.49,-6131864.462,0.3334927
253331,tt2883434,9000000,21571189,Black or White,1/30/2015,72,6.7,2015,8279996.357,19845485.15,11565488.79,2.396798778
297806,tt1490785,13000000,1646788,I Saw the Light,9/11/2015,19,5.6,2015,11959994.74,1515044.293,-10444950.44,0.126676
266639,tt3614530,5000000,2333684,Jem and the Holograms,10/22/2015,69,5.7,2015,4599997.976,2146988.335,-2453009.641,0.4667368
283587,tt1365050,6000000,90777,Beasts of No Nation,9/11/2015,306,7.5,2015,5519997.571,83514.80325,-5436482.768,0.0151295
234212,tt1841642,3000000,3387000,Demonic,2/12/2015,91,5,2015,2759998.786,3116038.629,356039.8433,1.129
308638,tt3534602,447524,771317,The D Train,5/8/2015,47,4.2,2015,411721.8988,709611.3278,297889.4289,1.723520973
245846,tt2325977,10000000,17472,Strangerland,7/1/2015,48,5,2015,9199995.952,16074.23293,-9183921.719,0.0017472
331190,tt3268668,2000000,2801508,Captive,9/17/2015,55,5.7,2015,1839999.19,2577386.226,737387.0355,1.400754
343795,tt4337690,5000000,4842699,90 Minutes in Heaven,9/11/2015,24,5.7,2015,4599997.976,4455281.12,-144716.8563,0.9685398
309304,tt4270516,600000,7087452,Grandma,6/4/2015,81,5.6,2015,551999.7571,6520452.971,5968453.214,11.81242
323272,tt3832914,3000000,67790117,War Room,8/28/2015,57,6.9,2015,2759998.786,62366880.2,59606881.41,22.59670567
273899,tt3018070,13500000,187674,Stonewall,9/18/2015,14,5.6,2015,12419994.54,172660.004,-12247334.53,0.013901778
157336,tt0816692,165000000,621752480,Interstellar,11/5/2014,6498,8,2014,151980023.4,572690645.1,420710621.7,3.768196848
118340,tt2015381,170000000,773312399,Guardians of the Galaxy,7/30/2014,5612,7.9,2014,156585478.6,712291130.2,555705651.5,4.548896465
100402,tt1843866,170000000,714766572,Captain America: The Winter Soldier,3/20/2014,3848,7.6,2014,156585478.6,658365092.9,501779614.2,4.204509247
245891,tt2911666,20000000,78739897,John Wick,10/22/2014,2712,7,2014,18421821.02,72526614.47,54104793.45,3.93699485
131631,tt1951265,125000000,752100229,The Hunger Games: Mockingjay - Part 1,11/18/2014,3590,6.6,2014,115136381.3,692752790.2,577616408.9,6.016801832
122917,tt2310332,250000000,955119788,The Hobbit: The Battle of the Five Armies,12/10/2014,3110,7.1,2014,230272762.7,879752289.1,649479526.4,3.820479152
177572,tt2245084,165000000,652105443,Big Hero 6,10/24/2014,4185,7.8,2014,151980023.4,600648487.7,448668464.3,3.9521542
205596,tt2084970,14000000,233555708,The Imitation Game,11/14/2014,3478,8,2014,12895274.71,215126072.5,202230797.8,16.68255057
198663,tt1790864,34000000,348319861,The Maze Runner,9/10/2014,3425,7,2014,31317095.73,320834306.8,289517211,10.24470179
194662,tt2562232,18000000,103215094,Birdman,10/17/2014,2801,7.3,2014,16579638.91,95070499.39,78490860.47,5.734171889
210577,tt2267998,61000000,369330363,Gone Girl,10/1/2014,3720,7.9,2014,56186554.1,340186892.1,284000338,6.054596115
228150,tt2713180,68000000,211817906,Fury,10/15/2014,2572,7.4,2014,62634191.45,195103577.6,132469386.2,3.114969206
181533,tt2692250,127000000,349424282,Night at the Museum: Secret of the Tomb,12/17/2014,1111,6.1,2014,116978563.4,321851579.1,204873015.6,2.751372299
157350,tt1840309,85000000,288747895,Divergent,3/14/2014,3038,6.9,2014,78292739.32,265963102,187670362.7,3.397034059
127585,tt1877832,250000000,746000000,X-Men: Days of Future Past,5/15/2014,4006,7.6,2014,230272762.7,687133923.9,456861161.2,2.984
240832,tt2872732,40000000,463360063,Lucy,7/14/2014,3699,6.3,2014,36843642.03,426796807.3,389953165.3,11.58400158
98566,tt1291150,125000000,477200000,Teenage Mutant Ninja Turtles,8/7/2014,1836,5.8,2014,115136381.3,439544649.4,324408268.1,3.8176
225886,tt1956620,40000000,126069509,Sex Tape,7/17/2014,1150,5.3,2014,36843642.03,116121496.5,79277854.48,3.151737725
242582,tt2872718,8500000,38697217,Nightcrawler,10/23/2014,2087,7.6,2014,7829273.932,35643660.27,27814386.34,4.552613765
91314,tt2109248,210000000,245500000,Transformers: Age of Extinction,6/25/2014,2161,5.9,2014,193429120.7,226127853,32698732.3,1.169047619
120467,tt2278388,30000000,174600318,The Grand Budapest Hotel,2/26/2014,2802,7.9,2014,27632731.52,160822790.4,133190058.8,5.8200106
244786,tt2582802,3300000,13993093,Whiplash,10/10/2014,2372,8.2,2014,3039600.468,12888912.73,9849312.267,4.240331212
119450,tt2103281,170000000,708200000,Dawn of the Planet of the Apes,6/26/2014,2625,7.4,2014,156585478.6,652316682.2,495731203.5,4.165882353
156022,tt0455944,55000000,192330738,The Equalizer,9/24/2014,2100,7.2,2014,50660007.79,177154121.6,126494113.8,3.496922509
227159,tt2170439,42000000,106645357,Horrible Bosses 2,11/26/2014,1033,6.1,2014,38685824.13,98230083.94,59544259.81,2.539175167
102382,tt1872181,200000000,705717432,The Amazing Spider-Man 2,4/16/2014,2813,6.6,2014,184218210.2,650030011,465811800.8,3.52858716
137113,tt1631867,178000000,370541256,Edge of Tomorrow,5/27/2014,3267,7.7,2014,163954207,341302234.8,177348027.8,2.081692449
228967,tt2788710,44000000,11305175,The Interview,12/25/2014,1657,6.1,2014,40528006.23,10413095.52,-30114910.71,0.256935795
190859,tt2179136,58800000,542307423,American Sniper,12/11/2014,3004,7.5,2014,54160153.79,499514514.1,445354360.3,9.222915357
147441,tt1528100,140000000,268031828,Exodus: Gods and Kings,12/3/2014,1377,5.6,2014,128952747.1,246881718.1,117928971,1.914513057
124905,tt0831387,160000000,529076069,Godzilla,5/14/2014,2169,6.2,2014,147374568.1,487327232.3,339952664.2,3.306725431
102651,tt1587310,180000000,758410378,Maleficent,5/28/2014,2928,7,2014,165796389.1,698565012,532768622.8,4.213390989
254904,tt2402157,15000000,32556119,The November Man,8/27/2014,481,6,2014,13816365.76,29987149.86,16170784.1,2.170407933
242512,tt1204977,5000000,102529779,Ouija,10/24/2014,569,4.9,2014,4605455.254,94439261.87,89833806.62,20.5059558
82702,tt1646971,145000000,609123048,How to Train Your Dragon 2,6/12/2014,2152,7.7,2014,133558202.4,561057788.3,427499586,4.200848607
270303,tt3235888,2000000,13500000,It Follows,8/27/2014,1003,6.6,2014,1842182.102,12434729.19,10592547.08,6.75
138103,tt2333784,90000000,206172544,The Expendables 3,8/4/2014,1275,6.2,2014,82898194.57,189903685.2,107005490.6,2.290806044
137106,tt1490017,60000000,469160692,The Lego Movie,2/6/2014,2268,7.5,2014,55265463.05,432139714.8,376874251.7,7.819344867
68737,tt1121096,95000000,114178613,Seventh Son,12/12/2014,675,5.1,2014,87503649.82,105168898.6,17665248.8,1.201880137
266856,tt2980516,15000000,121201940,The Theory of Everything,11/26/2014,1960,7.8,2014,13816365.76,111638022.3,97821656.51,8.080129333
193893,tt1924435,17000000,136621271,Let's Be Cops,8/13/2014,912,6.4,2014,15658547.86,125840630.1,110182082.2,8.036545353
49017,tt0829150,70000000,215529201,Dracula Untold,10/1/2014,1666,6.1,2014,64476373.55,198522018.2,134045644.7,3.078988586
270946,tt1911658,132000000,373552094,Penguins of Madagascar,11/22/2014,939,6.5,2014,121584018.7,344075490.8,222491472.1,2.829940106
224141,tt2180411,50000000,212902372,Into the Woods,12/25/2014,1095,5.6,2014,46054552.54,196102469.5,150047917,4.25804744
53182,tt1253863,110000000,337580051,300: Rise of an Empire,3/5/2014,1664,6.1,2014,101320015.6,310941963.9,209621948.3,3.068909555
227156,tt0435651,25000000,66980456,The Giver,8/11/2014,1151,6.3,2014,23027276.27,61695098.6,38667822.33,2.67921824
187017,tt2294449,50000000,188441614,22 Jump Street,6/5/2014,2416,7,2014,46054552.54,173571884.2,127517331.7,3.76883228
169917,tt0365907,28000000,53181600,A Walk Among the Tombstones,9/18/2014,823,6.2,2014,25790549.42,48985095.83,23194546.4,1.899342857
116149,tt1109624,55000000,259207227,Paddington,11/27/2014,606,7.1,2014,50660007.79,238753457.1,188093449.3,4.712858673
284276,tt3442006,7000000,2360281,Cake,9/7/2014,255,6.1,2014,6447637.355,2174033.706,-4273603.649,0.337183
212778,tt2883512,11000000,45967935,Chef,5/8/2014,866,7.2,2014,10132001.56,42340653.55,32208651.99,4.178903182
238636,tt2975578,9000000,108782847,The Purge: Anarchy,7/17/2014,1126,6.6,2014,8289819.457,100198906.8,91909087.39,12.086983
218043,tt2467046,16000000,19682924,Left Behind,10/3/2014,253,3.8,2014,14737456.81,18129765.15,3392308.337,1.23018275
